Published Date,Project Type,Project Type Name,Budget Line,Budget Line Title,Funding Type,First Fiscal Year,Fiscal Year 1 Amount,Fiscal Year 2 Amount,Fiscal Year 3 Amount,Fiscal Year 4 Amount
20180426,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0001,"WATER MAIN EXTENSIONS, CITYWIDE",E,2019,76794867,254106000,186526000,226939000
20180426,PV,CULTURAL INSTITUTIONS,PV M788,THE 122 COMMUNITY CENTER INC.,C,2019,120000,0,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV QN656,GREATER RIDGEWOOD HISTORICAL SOCIETY,C,2019,100000,0,0,0
20180426,PW,PUBLIC BUILDINGS,PW MN142,EDUCATIONAL ALLIANCE,C,2019,80000,0,0,0
20180426,W ,WATER SUPPLY,W  0020,ENGINEERING AND ADMINISTRATIVE COSTS FOR B.W.R.D.,E,2019,3000000,0,0,0
20180426,ED,ECONOMIC DEVELOPMENT,ED 0075,"ACQUISITION, SITE DEVELOPMENT, CONSTRUCTION & RECONSTRUCTION, CITYWIDE",C,2019,0,0,353529169,255264000
20180426,PV,CULTURAL INSTITUTIONS,PV MN766,UPTOWN DANCE ACADEMY,C,2019,83000,0,0,0
20180426,LB,BROOKLYN PUBLIC LIBRARY,LB I001,"ARCH, ENGINEERING, ADMIN EXPENSES FOR CAPITAL PROJECTS",C,2019,500000,0,0,0
20180426,HW,HIGHWAYS,HW 0002R,"RESURFACING OF STREETS, STATEN ISLAND",C,2019,5429609,0,0,0
20180426,WP,WATER POLLUTION CONTROL,WP 0285,"BIONUTRIENT REMOVAL FACILITIES, CITYWIDE",E,2019,32319413,5500000,5500000,5500000
20180426,FA,FERRIES & AVIATION,FA 0022,ARCH. ENGINEERING & ADMIN. EXPENSES ETC. CAPITAL BUDGET PROJECTS,C,2019,1000000,0,0,0
20180426,HO,HEALTH & HOSPITALS CORP.,HO 0390,PURCHASE OF EQUIPMENT HHC FUNDS.,C,2019,171350,0,0,0
20180426,HW,HIGHWAYS,HW 1129,"RECONSTRUCT NOSTRAND AVE.,FLUSHING TO ATLANTIC AVES,BROOKLYN.",C,2019,32354,0,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV 0N737,MANHATTAN SCHOOL OF MUSIC,C,2019,20000,0,0,0
20180426,SE,SEWERS,SE 0740,"CONSTRUCTION OF SANITARY SEWERS IN ROCKLAND AVENUE, STATEN ISLAND",E,2019,0,0,0,128146
20180426,PV,CULTURAL INSTITUTIONS,PV MN038,ATLANTIC THEATER COMPANY,C,2019,100000,0,0,0
20180426,SE,SEWERS,SE 0002X,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BRONX",E,2019,0,3422938,6589000,1018000
20180426,P ,PARKS,P  0632,"NEW SWIMMING POOL, STATEN ISLAND",C,2019,0,50000000,0,0
20180426,PW,PUBLIC BUILDINGS,PW 0324,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DCAS,C,2019,21555418,3742000,7700000,8642000
20180426,HW,HIGHWAYS,HW 0001Q,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., QUEENS",S,2019,1093684,22681000,215000,5876000
20180426,SE,SEWERS,SE 0002,CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS,E,2019,0,0,0,5903605
20180426,HB,HIGHWAY BRIDGES,HB 1090,"RECON OF THE BELT/SHORE PARKWAY BRIDGE OVER NOSTRAND AVE, BROOKLYN",F,2019,0,0,0,33141000
20180426,HB,HIGHWAY BRIDGES,HB 1120," RECONSTRUCTION OF 11TH AVE VIADUCT OVER LIRR WEST SIDE YARD, MANHATTA",C,2019,0,22958514,0,0
20180426,HB,HIGHWAY BRIDGES,HB 3038,"KANE STREET BRIDGE OVER 278-I (BQE), BROOKLYN",C,2019,496000,0,15442000,0
20180426,FA,FERRIES & AVIATION,FA 0313,"RECONSTRUCTION OF FERRY VESSELS, STATEN ISLAND TO MANHATTAN SERVICE",C,2019,0,0,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV Q467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",C,2019,60000,0,0,0
20180426,TF,TRAFFIC,TF K503,"STREET LIGHTING, BROOKLYN",C,2019,750000,0,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV 0471,"BRONX MUSEUM OF THE ARTS, IMPROVEMENTS",C,2019,0,170000,0,0
20180426,HB,HIGHWAY BRIDGES,HB 4529,"WEST 155TH STREET PEDESTRIAN BRIDGE OVER AMTRAK, MANHATTAN",C,2019,160000,13977000,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV MN143,ELAINE KAUFMAN CULTURAL CENTER,C,2019,145000,0,0,0
20180426,HD,HOUSING & DEVELOPMENT,HD 0090,COMPUTER PURCHASES AND UPGRADE,C,2019,0,0,9727061,10146000
20180426,PO,POLICE,PO 0005,"SITE ACQUISITION AND CONS FOR A NEW PROPERTY CLERK FACILITY, QUEENS",C,2019,0,0,305000000,0
20180426,HD,HOUSING & DEVELOPMENT,HD 0009,ARTICLE 7A FOR ANTI-ABANDONMENT,C,2019,0,0,5680058,5412000
20180426,PV,CULTURAL INSTITUTIONS,PV 0N394,SOUTH STREET SEAPORT MUSEUM,C,2019,0,0,38021,0
20180426,HW,HIGHWAYS,HW 1674,CONSTRUCT. OR RECONSTRUCT. OF LINDEN PLACE BETWEEN 20TH AVE & 28TH AVE,C,2019,158383,0,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV MN991,"AFRO LATIN JAZZ ALLIANCE OF NEW YORK, INC.",C,2019,54000,0,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV 0001,LOUIS ARMSTRONG HOUSE,C,2019,0,136189,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV MN067,WHITNEY MUSEUM OF AMERICAN ART,C,2019,100000,0,0,0
20180426,HW,HIGHWAYS,HW 0299,"GRADE, PAVE, ETC. RICHMOND HILL ROAD, ETC.",C,2019,0,2802998,0,0
20180426,C ,CORRECTION,C  0075,"CORRECTION FACILITIES, CONSTRUCTION, RECONS & IMPROVEMENTS, CITYWIDE",C,2019,0,42602511,86802000,119305000
20180426,HD,HOUSING & DEVELOPMENT,HD K020,"NEW CONSTRUCTION - LOW AND MODERATE-MIDDLE INCOME PROGRAMS, BROOKLYN",C,2019,2526000,0,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV MN375,SECOND STAGE THEATER,C,2019,100000,0,0,0
20180426,ED,ECONOMIC DEVELOPMENT,ED 0380,"INDUSTRIAL AND COMMERCIAL DEVELOPMENT, ALL BOROUGHS",C,2019,4295378,3010000,0,0
20180426,SE,SEWERS,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),F,2019,0,53822,0,0
20180426,PW,PUBLIC BUILDINGS,PW KN382,SHEMA KOLAINU: HEAR OUR VOICES,C,2019,1000000,0,0,0
20180426,SE,SEWERS,SE 9336,"COMBINED SEWER, 80TH STREET",C,2019,0,0,0,0
20180426,L ,NEW YORK RESEARCH LIBRARY,L  I001,"ARCH, ENGINEERING, ADMIN EXPENSES FOR CAPITAL PROJECTS",C,2019,500000,0,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV 0N122,"DANCE THEATER OF HARLEM, INC.",C,2019,0,0,258000,0
20180426,P ,PARKS,P  0936,"CUNNINGHAM PARK, RECONSTRUCTION, QUEENS",C,2019,599999,0,3000000,400000
20180426,F ,FIRE,F  0175,"FACILITY IMPROVEMENTS, CITYWIDE",C,2019,0,38276353,57500000,25000000
20180426,HD,HOUSING & DEVELOPMENT,HD 0010,LOW INCOME HOUSING TAX CREDIT (LIHTC) PROJECTS,C,2019,0,51539184,112150000,104104000
20180426,HD,HOUSING & DEVELOPMENT,HD 0201,"ASSISTED LIVING AND SENIOR HOUSING, CITYWIDE",F,2019,29316510,5000000,5000000,5000000
20180426,HB,HIGHWAY BRIDGES,HB 1173,"RECON BR OVER CROSS ISLAND PARKWAY AT 115TH AVENUE, QUEENS",C,2019,0,0,22101000,0
20180426,TF,TRAFFIC,TF 0002,"TRAFFIC INSTALLATIONS FOR BRIDGE, HIGHWAY & STREET PROJECTS, CITYWIDE",S,2019,4324175,0,0,0
20180426,P ,PARKS,P  0938,"EVERGREEN PARK, RECONSTRUCTION, QUEENS",C,2019,499997,0,0,0
20180426,PW,PUBLIC BUILDINGS,PW Q002,"MASPETH TOWN HALL, QUEENS",C,2019,1250000,0,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV 0501,"P.S.1 (ART INSTITUTE), RECONSTRUCTION AND IMPROVEMENTS",C,2019,0,0,0,116000
20180426,LN,NEW YORK PUBLIC LIBRARY,LN X001,"CONSTRUCTION, SITE AQUISITION AND F&E TO BRANCH LIBRARIES, THE BRONX",C,2019,750000,0,0,0
20180426,HL,HEALTH,HL 0083,"IMPROVEMENTS TO MEDICAL EXAMINER FACILITIES, CITYWIDE",C,2019,0,7210744,10869000,2980000
20180426,HW,HIGHWAYS,HW 0972,"RECONSTRUCTION OF BAYVIEW AVENUE, ETC., BROOKLYN",C,2019,0,181999,0,0
20180426,SE,SEWERS,SE 0002Q,"CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS, QNS.",E,2019,0,62442803,139517000,135791000
20180426,E ,EDUCATION,E  2500,"SCHOOL FACILIITIES CAPITAL, HURRICANE SANDY & NOR'EASTER",C,2019,0,0,0,0
20180426,HO,HEALTH & HOSPITALS CORP.,HO 0410,"EMERGENCY MEDICAL SERVICES, EQUIPMENT",C,2019,0,23992931,33075000,59220000
20180426,HB,HIGHWAY BRIDGES,HB 0215,"IMPROVEMENTS TO HIGHWAY BRIDGES & STRUCTURES, CITYWIDE.",C,2019,0,90854680,245129000,410872000
20180426,HO,HEALTH & HOSPITALS CORP.,HO M002,"PURCHASE OF EQUIPMENT HHC, MANHATTAN",C,2019,191000,0,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV MN222,JOYCE THEATER,C,2019,40000,0,0,0
20180426,HN,HIGHER EDUCATION,HN Q004,"COMMUNITY COLLEGES' IMPROVEMENTS, QUEENS",C,2019,2000000,0,0,0
20180426,SE,SEWERS,SE 0004,HIGH LEVEL STORM SEWERS,C,2019,49369378,1000000,14000000,15998000
20180426,HB,HIGHWAY BRIDGES,HB 0278,"BQE (278-I) FROM SANDS STREET TO ATLANTIC AVENUE, BROOKLYN",C,2019,0,533163000,535271000,479193000
20180426,WP,WATER POLLUTION CONTROL,WP 0282,"ENG., ARCH., ADMIN. AND OTHER COSTS, DEPT. OF WATER RESOURCES",C,2019,1,0,0,0
20180426,PW,PUBLIC BUILDINGS,PW 0077,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, CITYWIDE",C,2019,68962440,89808000,108047000,38771000
20180426,HW,HIGHWAYS,HW 0001M,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS ETC., MANHATTAN",C,2019,2625474,28328000,57376000,17130000
20180426,P ,PARKS,P  M245,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, MAN.",C,2019,1065000,4750000,0,0
20180426,TF,TRAFFIC,TF 0001,"INSTALLATION OF STREET-SURFACE MARKINGS AND TRAFFIC SIGNALS, ALL BOROS",S,2019,3905357,12369000,10500000,12529000
20180426,P ,PARKS,P  0819,"MCCARREN PARK, RENOVATION AND IMPROVEMENTS",C,2019,846129,4590000,664000,0
20180426,TF,TRAFFIC,TF 0003,PARKING METERS,C,2019,0,0,0,0
20180426,HW,HIGHWAYS,HW 1148,"RECONSTRUCT JEWEL STREET AREA, BROOKLYN",C,2019,0,0,0,0
20180426,LQ,QUEENS BOROUGH PUB. LIB.,LQ I001,"ARCH, ENGINEERING, ADMIN EXPENSES FOR CAPITAL PROJECTS",C,2019,500000,0,0,0
20180426,PO,POLICE,PO R185,"VEHICLES OF AT LEAST $35,000 AFTER NOVEMBER 1, 1999, STATEN ISLAND",C,2019,500000,0,0,0
20180426,CO,COURTS,CO 0295,1118 GRAND CONCOURSE - BRONX HOUSING COURT,C,2019,0,0,7061000,0
20180426,PW,PUBLIC BUILDINGS,PW 0325,"210 JORALEMON STREET, BROOKLYN",C,2019,2101142,0,0,0
20180426,WP,WATER POLLUTION CONTROL,WP 0169,"COMBINED SEWER OVERFLOW ABATEMENT FACILITIES, CITYWIDE",E,2019,291772484,443072000,390319000,306474000
20180426,P ,PARKS,P  0931,"COMMUNICATION SYSTEM DEVELOPMENT, CITY-WIDE",C,2019,199667,163000,166000,169000
20180426,PO,POLICE,PO 0163,ACQUISITION AND INSTALLATION OF COMPUTER EQUIPMENT,C,2019,30719139,26647000,10913000,21582000
20180426,HB,HIGHWAY BRIDGES,HB 1120," RECONSTRUCTION OF 11TH AVE VIADUCT OVER LIRR WEST SIDE YARD, MANHATTA",F,2019,0,76576000,0,0
20180426,P ,PARKS,P  0245K,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, BRKLYN",F,2019,0,2697297,0,0
20180426,W ,WATER SUPPLY,W  0010,CITY TUNNEL NO. 3 STAGE 1,C,2019,0,0,0,0
20180426,LN,NEW YORK PUBLIC LIBRARY,LN M001,"CON, RECON, IMPVTS, ACQ, OUTFIT AND EQUIP, BRANCH LIBRARIES, MANHATTAN",C,2019,250000,0,0,0
20180426,WP,WATER POLLUTION CONTROL,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,E,2019,23907958,608009000,539870000,479004000
20180426,PO,POLICE,PO 0127,HELICOPTERS,C,2019,0,16500472,0,0
20180426,HL,HEALTH,HL QN916,THE FLOATING HOSPITAL,C,2019,52000,0,0,0
20180426,E ,EDUCATION,E  2364,E-2364 SIXTH FIVE-YEAR EDUCATIONAL FACILITIES CAPITAL PLAN,C,2019,3468397787,1970569000,1296489000,2165569000
20180426,HB,HIGHWAY BRIDGES,HB 7055,"167TH STREET PEDESTRIAN BRIDGE OVER LIRR, QUEENS",C,2019,149000,0,10342000,0
20180426,E ,EDUCATION,E  X001,"BRONX BOROUGH PRESIDENT, SECTION 211 & 249 ADDITIONS",C,2019,11251000,0,0,0
20180426,HD,HOUSING & DEVELOPMENT,HD 0222,SUPPORTIVE HOUSING,F,2019,0,0,1765416,27000000
20180426,HN,HIGHER EDUCATION,HN R001,"SITE ACQUISITION, CONSTRUCTION, RECONSTRUCTION, IMPROVEMENTS, COMPREHE",C,2019,300000,0,0,9000
20180426,HL,HEALTH,HL KN201,NEW YORK BLOOD CENTER,C,2019,300000,0,0,0
20180426,HB,HIGHWAY BRIDGES,HB 0548,"RECONST & STRUCT REHAB BDGE AT 21ST AVE, BROOKLYN",C,2019,0,6207000,38724000,56338000
20180426,HW,HIGHWAYS,HW 0001,"CONSTRUCTION, RECONSTRUCTION OF HIGHWAYS, RESURFACING OF STREETS",E,2019,544000,0,0,0
20180426,P ,PARKS,P  Q245,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, QUEENS",C,2019,18976000,0,3225000,0
20180426,HD,HOUSING & DEVELOPMENT,HD 0207,"HUD MULTI-FAMILY PROGRAM, CITYWIDE",C,2019,79241284,36788000,34743000,32019000
20180426,PW,PUBLIC BUILDINGS,PW 0195,"RECONSTRUCTION OF 80 CENTRE STREET, MANHATTAN",C,2019,0,0,2704860,0
20180426,HW,HIGHWAYS,HW 0944,"PRIVATE PORTION FOR HIGHWAY PROJECTS, CITYWIDE",C,2019,0,0,0,0
20180426,CO,COURTS,CO 0293,851 GRAND CONCOURSE - BRONX SUPREME COURT BUILDING,C,2019,0,41187889,13102000,11955000
20180426,S ,SANITATION,S  0216,"CONSTRUCTION, RECONSTRUCTION MARINE TRANSFER STATIONS",C,2019,19694100,144000,50970000,0
20180426,PV,CULTURAL INSTITUTIONS,PV 0N831,"GINA GIBNEY DANCE, INC.",C,2019,35000,0,0,0
20180426,BR,WATERWAY BRIDGES,BR 0287,RECONSTRUCTION: MACOMBS DAM BRIDGE OVER HARLEM RIVER,C,2019,6414931,1566000,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV M101,"MUSEUM OF JEWISH HERITAGE, IMPROVEMENTS",C,2019,100000,0,0,0
20180426,P ,PARKS,P  0822,"STREET AND PARK TREE PLANTING, CITYWIDE",C,2019,0,73977241,43535000,6778000
20180426,HB,HIGHWAY BRIDGES,HB 1189,"RECONSTRUCT W 79TH ST/79TH ST BOAT BASIN 30TH ST BRANCH, MANHATTAN",C,2019,2392630,20077000,0,0
20180426,PO,POLICE,PO 0185,"VEHICLES OF AT LEAST $35,000 AFTER NOVEMBER 1, 1999",C,2019,14914874,8263000,6426000,11154000
20180426,C ,CORRECTION,C  0112,PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF CORRECTION,C,2019,6715367,4277000,3761000,3599000
20180426,P ,PARKS,P  0507,DREIER OFFERMAN PARK DEVELOPMENT,C,2019,5734712,0,0,0
20180426,P ,PARKS,P  1246,HUDSON RIVER TRUST,C,2019,49400000,4700000,0,25000000
20180426,BR,WATERWAY BRIDGES,BR 0270,REHABILITATION OF BROOKLYN BRIDGE,C,2019,284550340,16222000,0,15000000
20180426,ED,ECONOMIC DEVELOPMENT,ED 0831,TRUST FOR GOVERNORS ISLAND,F,2019,3039000,0,0,0
20180426,HB,HIGHWAY BRIDGES,HB 6672,"EAST 174TH STREET BRIDGE OVER THE SHERIDAN EXPRESSWAY, THE BRONX",C,2019,1955000,0,126484000,0
20180426,HB,HIGHWAY BRIDGES,HB 7003,"EAST 156TH STREET BRIDGE OVER ACCESS TO HOUSING, THE BRONX",C,2019,1200000,0,0,57500000
20180426,PV,CULTURAL INSTITUTIONS,PV M022,"METROPOLITAN MUSEUM OF ART, IMPROVEMENTS",C,2019,100000,0,0,0
20180426,TF,TRAFFIC,TF 0002,"TRAFFIC INSTALLATIONS FOR BRIDGE, HIGHWAY & STREET PROJECTS, CITYWIDE",C,2019,2466657,1944000,402000,187000
20180426,PV,CULTURAL INSTITUTIONS,PV X205,"NEW YORK BOTANICAL GARDENS, IMPROVEMENTS, BRONX",C,2019,500000,0,0,0
20180426,EP,DEP EQUIPMENT,EP 0005,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIP. FOR D.E.P.,C,2019,19220379,30392000,44395000,45000000
20180426,HB,HIGHWAY BRIDGES,HB 4174,"EAST 175TH STREET BRIDGE OVER METRO NORTH RAIL ROAD, THE BRONX",C,2019,10056000,28400000,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV 0N219,MANHATTAN CLASS COMPANY INC.,C,2019,551402,0,0,0
20180426,CO,COURTS,CO 0278,360 ADAMS ST. - BROOKLYN  SUPREME COURT,C,2019,0,0,16077536,0
20180426,HB,HIGHWAY BRIDGES,HB 0530,"RECONST & STRUCT REHAB R.R. BDGE PARKSIDE & OCEAN AVE, BROOKLYN",C,2019,0,50545999,85000,0
20180426,PV,CULTURAL INSTITUTIONS,PV KN072,BROOKLYN HISTORICAL SOCIETY,C,2019,53000,0,0,0
20180426,HD,HOUSING & DEVELOPMENT,HD 0213,MIXED INCOME RENTAL - LOW,C,2019,141165624,100528000,110599000,96778000
20180426,CO,COURTS,CO 0276,100 RICHMOND TERR. - STATEN ISLAND FAMILY COURT,C,2019,0,0,2462780,0
20180426,TF,TRAFFIC,TF 0502,"STREET LIGHTING DRAW DOWN, CITYWIDE",C,2019,6052528,1905000,212000,0
20180426,HL,HEALTH,HL KN916,THE FLOATING HOSPITAL,C,2019,52000,0,0,0
20180426,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0002,"IMPROVEMENTS OF STRUCTURES FOR FACILITIES, ACS, CITYWIDE",C,2019,0,0,0,9737675
20180426,HW,HIGHWAYS,HW 0001K,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., BROOKLYN",C,2019,7074814,51735000,116595000,23967000
20180426,HW,HIGHWAYS,HW 0349,REPAVING & RESURFACING STREETS- INHOUSE FORCES,S,2019,17875198,0,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV MN291,NEW MUSEUM,C,2019,38000,0,0,0
20180426,LQ,QUEENS BOROUGH PUB. LIB.,LQ Q122,"CON, RECON, IMPVTS, ACQ, OUTFIT AND EQUIP, BRANCH LIBRARIES, QNS",C,2019,2000000,0,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV MN204,JAZZ AT LINCOLN CENTER,C,2019,100000,0,0,0
20180426,HR,HUMAN RESOURCES,HR 0120,COMPUTER EQUIPMENT,C,2019,18644527,16938000,0,2867000
20180426,HB,HIGHWAY BRIDGES,HB 1086,"WESTCHESTER AVE/HUTCHINSON RIVER PKWY BRIDGE, BIN 2-07583-7, THE BRONX",C,2019,786059,5968000,2100000,0
20180426,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0105,"WATER SUPPLY IMPROVEMENTS, CITYWIDE",C,2019,0,0,0,0
20180426,P ,PARKS,P  1018,"PARK IMPROVEMENTS, ALL BOROUGHS.",C,2019,239251817,473380000,383373000,112868000
20180426,HL,HEALTH,HL 0082,"IMPROVEMENTS TO HEALTH FACILITIES, CITYWIDE",S,2019,2006466,967000,1800000,1740000
20180426,SE,SEWERS,SE 0750,"CONSTRUCTION AND RECONSTRUCTION OF CATCH BASINS, CITYWIDE",C,2019,0,0,0,0
20180426,PW,PUBLIC BUILDINGS,PW 0326,"IMPROVEMENTS TO LONG TERM LEASED FACILITIES, CITYWIDE.",C,2019,102835072,41376000,10000000,45723000
20180426,SE,SEWERS,SE 0750,"CONSTRUCTION AND RECONSTRUCTION OF CATCH BASINS, CITYWIDE",E,2019,4225238,500000,500000,0
20180426,P ,PARKS,P  1018,"PARK IMPROVEMENTS, ALL BOROUGHS.",F,2019,0,0,7454638,0
20180426,HW,HIGHWAYS,HW 1684,"CONSTRUCTION OF STREETS, MALLS, SQUARES, TRIANGLES, PLANYC",S,2019,0,0,372302,8396000
20180426,BR,WATERWAY BRIDGES,BR 0231,"QUEENSBORO BRIDGE, REHABILITATION",C,2019,73192052,48486000,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV MN960,"JAPAN SOCIETY, INC.",C,2019,100000,0,0,0
20180426,HW,HIGHWAYS,HW 0919,"RECONSTRUCTION OF BLOOMINGDALE ROAD, STATEN ISLAND",C,2019,346293,33717000,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV MN394,SOUTH STREET SEAPORT MUSEUM,C,2019,250000,0,0,0
20190709,HL,HEALTH,HL DN843,"BRONX AIDS SERVICES, INC",C,2020,1000000,0,0,0
20180426,HH,HOMELESS SERVICES,HH 0112,CONGREGATE FACILITIES FOR HOMELESS SINGLE ADULTS,C,2019,76903617,85350000,37976000,19424000
20180426,WP,WATER POLLUTION CONTROL,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,F,2019,9242000,26604000,0,4500000
20180426,HB,HIGHWAY BRIDGES,HB 1189,"RECONSTRUCT W 79TH ST/79TH ST BOAT BASIN 30TH ST BRANCH, MANHATTAN",F,2019,29369000,0,0,0
20180426,HB,HIGHWAY BRIDGES,HB 0644,"RECONSTRUCTION OF BRIDGE, MADISON AVE. OVER HARLEM RIVER DRIVE",C,2019,2310509,340000,0,0
20180426,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0011,THE CONSTRUCTION OF CROTON FILTRATION PLANT AND ANCILLARY WORK,C,2019,0,0,0,0
20180426,HN,HIGHER EDUCATION,HN K300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, BROOKLYN",C,2019,400000,0,0,0
20180426,HW,HIGHWAYS,HW 0788,"RECONSTRUCTION OF 11TH STREET, QUEENS",F,2019,0,1920000,0,0
20180426,HW,HIGHWAYS,HW 0675,"RECON EAST FORDHAM ROAD, WEBSTER AVE TO 3RD AVE, ETC., THE BRONX",C,2019,0,0,0,349
20180426,P ,PARKS,P  1249,"CONSTRUCTION & RECONSTRUCTION OF ROOFING SYSTEMS, CITYWIDE",C,2019,0,651923,1454000,1483000
20180426,PV,CULTURAL INSTITUTIONS,PV MN279,MUSEUM OF CHINESE IN AMERICA CENTRE STREET LOCATION,C,2019,100000,0,0,0
20180426,HB,HIGHWAY BRIDGES,HB 1205,"RECONSTRUCT 5TH AVENUE BRIDGE OVER LIRR AND SEA BEACH, BROOKLYN",C,2019,0,34475088,0,0
20180426,HL,HEALTH,HL K001,"IMPROVEMENTS TO DEPARTMENT OF HEALTH BUILDINGS, BROOKLYN",C,2019,174998,0,0,0
20180426,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0005,"ACQUISITION AND CONSTRUCTION FOR YOUTH AND FAMILY JUSTICE, CITYWIDE",C,2019,0,42847477,2336000,0
20180426,HL,HEALTH,HL XN735,"UNION COMMUNITY HEALTH CENTER, INC.",C,2019,144000,0,0,0
20180426,ED,ECONOMIC DEVELOPMENT,ED 0075,"ACQUISITION, SITE DEVELOPMENT, CONSTRUCTION & RECONSTRUCTION, CITYWIDE",S,2019,653825,0,0,0
20180426,HW,HIGHWAYS,HW 0724,"RECONSTRUCTION OF BROOKVILLE BOULEVARD, QUEENS",C,2019,0,1713400,0,0
20180426,HW,HIGHWAYS,HW 0200,SIDEWALK CONSTRUCTION,C,2019,169264516,163549000,154010000,141483000
20180426,P ,PARKS,P  0060,SOUNDVIEW PARK DEVELOPMENT,C,2019,11133,0,0,0
20180426,SE,SEWERS,SE 0758,"GUNITING OF SEWERS, CITYWIDE",C,2019,0,0,0,0
20180426,HW,HIGHWAYS,HW 0001,"CONSTRUCTION, RECONSTRUCTION OF HIGHWAYS, RESURFACING OF STREETS",S,2019,0,0,600000,5434000
20180426,W ,WATER SUPPLY,W  0010,CITY TUNNEL NO. 3 STAGE 1,E,2019,0,0,0,127766416
20180426,PV,CULTURAL INSTITUTIONS,PV 0205,"NEW YORK BOTANICAL GARDENS, IMPROVEMENTS",C,2019,0,0,0,0
20180426,PO,POLICE,PO 0079,"IMPROVEMENTS TO POLICE DEPARTMENT PROPERTY, CITYWIDE",C,2019,76015004,283967000,14500000,13000000
20180426,SE,SEWERS,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),C,2019,13506422,27831000,0,2000000
20180426,SE,SEWERS,SE 0362,"SANITARY SEWERS IN WILLOWBROOK ROAD, ETC.",E,2019,0,0,0,2743997
20180426,HD,HOUSING & DEVELOPMENT,HD M169,"CONS,RECO,IMPRV,SITE WK TO RESIDENTIAL & COMMERCIAL PROP, MANHATTAN",C,2019,1804000,0,0,0
20180426,PW,PUBLIC BUILDINGS,PW 0357,"253 BROADWAY, MANHATTAN",C,2019,0,10951591,2466000,0
20180426,C ,CORRECTION,C  0136,CORRECTION INDUSTRIES FACILITIES AND SUPPORT,C,2019,464000,0,0,0
20180426,SE,SEWERS,SE 0001,PROFESSIONAL SERVICES FOR SANITARY AND COMBINED DRAINAGE PLAN PREP.,C,2019,0,0,0,0
20180426,HD,HOUSING & DEVELOPMENT,HD 0110,"PARTICIPATION LOAN PROGRAM (PLP), REHAB",C,2019,96626829,94668000,136764000,133451000
20180426,PV,CULTURAL INSTITUTIONS,PV K236,"BROOKLYN BOTANIC GARDEN, IMPROVEMENTS",C,2019,1000000,0,0,0
20180426,PV,CULTURAL INSTITUTIONS,PV MN290,NEW 42ND STREET INC.,C,2019,150000,0,0,0
20180426,HB,HIGHWAY BRIDGES,HB 4939,CEDARVIEW AVENUE PEDESTRIAN BRIDGE OVER SIRT SOUTH SHORE,C,2019,8823000,8823000,0,0
20180426,HO,HEALTH & HOSPITALS CORP.,HO X002,"PURCHASE OF EQUIPMENT FOR HHC, THE BRONX",C,2019,1380000,0,0,0
